0.00000	-0.07669
0.00002	-0.07092
0.00005	-0.06610
0.00007	-0.06094
0.00009	-0.05658
0.00011	-0.05377
0.00014	-0.05341
0.00016	-0.05429
0.00018	-0.05511
0.00020	-0.05356
0.00023	-0.04706
0.00025	-0.03445
0.00027	-0.01871
0.00029	-0.00662
0.00032	0.00061
0.00034	0.00854
0.00036	0.01822
0.00039	0.02844
0.00041	0.03107
0.00043	0.02222
0.00045	0.00748
0.00048	-0.00497
0.00050	-0.01096
0.00052	-0.01157
0.00054	-0.00613
0.00057	0.00446
0.00059	0.01947
0.00061	0.03134
0.00063	0.03461
0.00066	0.03085
0.00068	0.02222
0.00070	0.01334
0.00073	0.00586
0.00075	0.00421
0.00077	0.00427
0.00079	0.00555
0.00082	0.00967
0.00084	0.01691
0.00086	0.02386
0.00088	0.03012
0.00091	0.03186
0.00093	0.02927
0.00095	0.02231
0.00098	0.01294
0.00100	0.00571
0.00102	-0.00116
0.00104	-0.00558
0.00107	-0.00787
0.00109	-0.00470
0.00111	0.00613
0.00113	0.01965
0.00116	0.03296
0.00118	0.04514
0.00120	0.05875
0.00122	0.07050
0.00125	0.07245
0.00127	0.06223
0.00129	0.05084
0.00132	0.05045
0.00134	0.06033
0.00136	0.07129
0.00138	0.07434
0.00141	0.07266
0.00143	0.07269
0.00145	0.08029
0.00147	0.08878
0.00150	0.08881
0.00152	0.07849
0.00154	0.06122
0.00156	0.04285
0.00159	0.03015
0.00161	0.02844
0.00163	0.03595
0.00166	0.04849
0.00168	0.06009
0.00170	0.06836
0.00172	0.07285
0.00175	0.07361
0.00177	0.07156
0.00179	0.06772
0.00181	0.06683
0.00184	0.07199
0.00186	0.08261
0.00188	0.09543
0.00190	0.10791
0.00193	0.12524
0.00195	0.14661
0.00197	0.16898
0.00200	0.18686
0.00202	0.19119
0.00204	0.18463
0.00206	0.16934
0.00209	0.15247
0.00211	0.13889
0.00213	0.12979
0.00215	0.12729
0.00218	0.12823
0.00220	0.12903
0.00222	0.12851
0.00224	0.12344
0.00227	0.11533
0.00229	0.10727
0.00231	0.10312
0.00234	0.10413
0.00236	0.10773
0.00238	0.10947
0.00240	0.10956
0.00243	0.10852
0.00245	0.10904
0.00247	0.11151
0.00249	0.11563
0.00252	0.12427
0.00254	0.13184
0.00256	0.13568
0.00259	0.12930
0.00261	0.10892
0.00263	0.07764
0.00265	0.04449
0.00268	0.02530
0.00270	0.02164
0.00272	0.03156
0.00274	0.04553
0.00277	0.05920
0.00279	0.07648
0.00281	0.09518
0.00283	0.10748
0.00286	0.10361
0.00288	0.07523
0.00290	0.03290
0.00293	-0.00818
0.00295	-0.03598
0.00297	-0.04871
0.00299	-0.05078
0.00302	-0.04422
0.00304	-0.03448
0.00306	-0.02502
0.00308	-0.02225
0.00311	-0.03970
0.00313	-0.06870
0.00315	-0.10370
0.00317	-0.13977
0.00320	-0.15488
0.00322	-0.14355
0.00324	-0.10703
0.00327	-0.05051
0.00329	0.00882
0.00331	0.06082
0.00333	0.09863
0.00336	0.12375
0.00338	0.13858
0.00340	0.14285
0.00342	0.13464
0.00345	0.11551
0.00347	0.08823
0.00349	0.05280
0.00351	0.01764
0.00354	-0.00534
0.00356	-0.00714
0.00358	0.00977
0.00361	0.02676
0.00363	0.03134
0.00365	0.01611
0.00367	-0.01297
0.00370	-0.04544
0.00372	-0.07788
0.00374	-0.10986
0.00376	-0.14194
0.00379	-0.17502
0.00381	-0.20233
0.00383	-0.21643
0.00385	-0.21182
0.00388	-0.18832
0.00390	-0.15359
0.00392	-0.12067
0.00395	-0.10077
0.00397	-0.10040
0.00399	-0.11914
0.00401	-0.15164
0.00404	-0.18982
0.00406	-0.22528
0.00408	-0.25186
0.00410	-0.26300
0.00413	-0.26324
0.00415	-0.26019
0.00417	-0.26074
0.00420	-0.25946
0.00422	-0.25516
0.00424	-0.23941
0.00426	-0.21582
0.00429	-0.19638
0.00431	-0.18939
0.00433	-0.19894
0.00435	-0.21869
0.00438	-0.24045
0.00440	-0.25323
0.00442	-0.24823
0.00444	-0.22134
0.00447	-0.17709
0.00449	-0.13031
0.00451	-0.09506
0.00454	-0.08017
0.00456	-0.08063
0.00458	-0.08850
0.00460	-0.09625
0.00463	-0.09531
0.00465	-0.08197
0.00467	-0.06046
0.00469	-0.03601
0.00472	-0.01559
0.00474	-0.00150
0.00476	0.00867
0.00478	0.01590
0.00481	0.01965
0.00483	0.01810
0.00485	0.00894
0.00488	-0.00406
0.00490	-0.02051
0.00492	-0.03928
0.00494	-0.05426
0.00497	-0.05945
0.00499	-0.05426
0.00501	-0.04437
0.00503	-0.03571
0.00506	-0.03442
0.00508	-0.04440
0.00510	-0.06375
0.00512	-0.08737
0.00515	-0.10040
0.00517	-0.09485
0.00519	-0.07477
0.00522	-0.04721
0.00524	-0.02472
0.00526	-0.00891
0.00528	0.00174
0.00531	0.00949
0.00533	0.01215
0.00535	0.00555
0.00537	-0.00726
0.00540	-0.02557
0.00542	-0.04745
0.00544	-0.06766
0.00546	-0.07767
0.00549	-0.07275
0.00551	-0.05811
0.00553	-0.03879
0.00556	-0.02179
0.00558	-0.01288
0.00560	-0.01007
0.00562	-0.01062
0.00565	-0.00650
0.00567	0.00751
0.00569	0.02191
0.00571	0.03070
0.00574	0.03046
0.00576	0.02628
0.00578	0.03198
0.00580	0.05334
0.00583	0.08356
0.00585	0.11111
0.00587	0.12994
0.00590	0.14142
0.00592	0.14490
0.00594	0.13928
0.00596	0.12335
0.00599	0.09525
0.00601	0.05499
0.00603	-0.00018
0.00605	-0.05737
0.00608	-0.10504
0.00610	-0.13248
0.00612	-0.13687
0.00615	-0.12061
0.00617	-0.09320
0.00619	-0.06488
0.00621	-0.03943
0.00624	-0.02185
0.00626	-0.00504
0.00628	0.00610
0.00630	0.01440
0.00633	0.01523
0.00635	0.00443
0.00637	-0.00021
0.00639	0.01196
0.00642	0.04935
0.00644	0.10016
0.00646	0.13831
0.00649	0.14508
0.00651	0.11755
0.00653	0.06683
0.00655	0.01001
0.00658	-0.03384
0.00660	-0.05557
0.00662	-0.06070
0.00664	-0.06107
0.00667	-0.06918
0.00669	-0.07849
0.00671	-0.07925
0.00673	-0.06274
0.00676	-0.03427
0.00678	-0.00095
0.00680	0.03082
0.00683	0.06024
0.00685	0.09088
0.00687	0.12219
0.00689	0.15707
0.00692	0.19489
0.00694	0.23386
0.00696	0.26306
0.00698	0.27057
0.00701	0.24957
0.00703	0.20508
0.00705	0.14832
0.00707	0.09097
0.00710	0.04370
0.00712	0.01715
0.00714	0.02051
0.00717	0.05020
0.00719	0.09540
0.00721	0.13730
0.00723	0.16534
0.00726	0.17618
0.00728	0.16953
0.00730	0.15143
0.00732	0.13147
0.00735	0.12442
0.00737	0.13715
0.00739	0.16202
0.00741	0.18146
0.00744	0.18164
0.00746	0.16168
0.00748	0.12686
0.00751	0.08551
0.00753	0.04294
0.00755	0.00781
0.00757	-0.01056
0.00760	-0.01212
0.00762	-0.00085
0.00764	0.01318
0.00766	0.03201
0.00769	0.06210
0.00771	0.10007
0.00773	0.13657
0.00776	0.16739
0.00778	0.19434
0.00780	0.21960
0.00782	0.24503
0.00785	0.26651
0.00787	0.27960
0.00789	0.28067
0.00791	0.26889
0.00794	0.24307
0.00796	0.20905
0.00798	0.18146
0.00800	0.17462
0.00803	0.18768
0.00805	0.20380
0.00807	0.20419
0.00810	0.18158
0.00812	0.14178
0.00814	0.09680
0.00816	0.05597
0.00819	0.02792
0.00821	0.01566
0.00823	0.01135
0.00825	0.00748
0.00828	-0.00293
0.00830	-0.01727
0.00832	-0.02072
0.00834	-0.00983
0.00837	0.00381
0.00839	0.00833
0.00841	-0.00458
0.00844	-0.03757
0.00846	-0.08972
0.00848	-0.14835
0.00850	-0.19653
0.00853	-0.22485
0.00855	-0.23221
0.00857	-0.22116
0.00859	-0.20087
0.00862	-0.17819
0.00864	-0.15823
0.00866	-0.14731
0.00868	-0.15225
0.00871	-0.17139
0.00873	-0.19727
0.00875	-0.23022
0.00878	-0.26666
0.00880	-0.29984
0.00882	-0.31998
0.00884	-0.32394
0.00887	-0.31430
0.00889	-0.30383
0.00891	-0.30090
0.00893	-0.30521
0.00896	-0.31161
0.00898	-0.31552
0.00900	-0.31323
0.00902	-0.30136
0.00905	-0.28430
0.00907	-0.26291
0.00909	-0.23840
0.00912	-0.20892
0.00914	-0.17654
0.00916	-0.14609
0.00918	-0.12234
0.00921	-0.11060
0.00923	-0.11267
0.00925	-0.12161
0.00927	-0.13245
0.00930	-0.13962
0.00932	-0.14148
0.00934	-0.13950
0.00937	-0.13232
0.00939	-0.12259
0.00941	-0.11700
0.00943	-0.11990
0.00946	-0.13330
0.00948	-0.15280
0.00950	-0.17184
0.00952	-0.18350
0.00955	-0.18594
0.00957	-0.17667
0.00959	-0.15518
0.00961	-0.12289
0.00964	-0.07767
0.00966	-0.03613
0.00968	-0.00748
0.00971	0.00650
0.00973	0.00891
0.00975	0.00726
0.00977	0.00467
0.00980	-0.00278
0.00982	-0.01596
0.00984	-0.03409
0.00986	-0.04654
